customer_id,customer_type,invoice_id,invoice_date,total_amount,product_category
C0004,champion,INV00055,2023-10-06,224.9,Electronics
C0004,champion,INV00056,2024-05-01,245.52,Sports
C0004,champion,INV00057,2023-05-15,185.36,Beauty
C0004,champion,INV00058,2023-06-15,197.86,Sports
C0004,champion,INV00059,2023-12-15,10.0,Electronics
C0004,champion,INV00060,2023-02-12,258.94,Home
C0004,champion,INV00061,2024-03-22,237.17,Beauty
C0004,champion,INV00062,2022-11-11,294.18,Home
C0004,champion,INV00063,2024-07-04,165.6,Home
C0004,champion,INV00064,2023-04-16,82.7,Beauty
C0004,champion,INV00065,2022-07-23,198.7,Apparel
C0004,champion,INV00066,2023-06-26,243.12,Electronics
C0004,champion,INV00067,2023-12-03,223.28,Electronics
C0005,loyal,INV00068,2024-12-08,128.55,Electronics
C0005,loyal,INV00069,2024-11-13,120.18,Electronics
C0005,loyal,INV00070,2024-11-10,80.61,Home
C0005,loyal,INV00071,2024-10-12,129.98,Home
C0005,loyal,INV00072,2024-10-29,109.17,Home
C0005,loyal,INV00073,2024-10-24,74.85,Electronics
C0005,loyal,INV00074,2024-06-23,85.85,Electronics
C0005,loyal,INV00075,2024-03-17,95.69,Electronics
C0005,loyal,INV00076,2024-03-19,96.26,Beauty
C0005,loyal,INV00077,2024-01-19,107.51,Apparel
C0005,loyal,INV00078,2024-09-29,105.35,Beauty
C0006,champion,INV00079,2024-12-12,164.44,Sports
C0006,champion,INV00080,2024-11-03,253.33,Home
C0006,champion,INV00081,2024-10-31,173.63,Electronics
C0006,champion,INV00082,2024-08-20,158.48,Home
C0006,champion,INV00083,2024-11-10,207.29,Electronics
C0006,champion,INV00084,2024-11-02,209.41,Electronics
C0006,champion,INV00085,2024-10-19,211.53,Home
C0006,champion,INV00086,2024-03-28,217.17,Home
C0006,champion,INV00087,2024-10-09,238.9,Electronics
C0006,champion,INV00088,2024-07-30,312.83,Electronics
C0006,champion,INV00089,2024-06-05,134.62,Apparel
C0006,champion,INV00090,2024-09-15,243.12,Sports
C0006,champion,INV00091,2023-09-01,176.63,Electronics
C0006,champion,INV00092,2024-05-31,135.58,Sports
C0006,champion,INV00093,2024-03-07,164.77,Beauty
C0006,champion,INV00094,2023-10-04,235.12,Electronics
C0006,champion,INV00095,2023-09-21,276.12,Home
C0006,champion,INV00096,2023-04-10,260.4,Home
C0006,champion,INV00097,2024-05-10,240.97,Apparel
C0007,loyal,INV00098,2024-10-19,209.59,Beauty
C0007,loyal,INV00099,2024-09-11,193.11,Apparel
C0007,loyal,INV00100,2024-09-09,224.57,Apparel
C0007,loyal,INV00101,2024-09-10,289.57,Apparel
C0007,loyal,INV00102,2024-05-24,178.04,Apparel
C0007,loyal,INV00103,2024-05-02,243.61,Home
C0007,loyal,INV00104,2024-06-03,157.98,Apparel
C0007,loyal,INV00105,2024-08-03,132.08,Home
C0007,loyal,INV00106,2024-06-21,250.74,Home
C0007,loyal,INV00107,2024-02-10,260.83,Electronics
C0007,loyal,INV00108,2023-10-05,303.96,Home
C0007,loyal,INV00109,2024-04-04,142.67,Home
C0007,loyal,INV00110,2024-01-17,210.15,Apparel
C0008,atrisk,INV00111,2024-04-05,246.93,Electronics
C0008,atrisk,INV00112,2024-02-28,138.1,Electronics
C0008,atrisk,INV00113,2024-02-05,102.31,Beauty
C0008,atrisk,INV00114,2024-03-12,168.72,Electronics
C0009,loyal,INV00115,2024-10-22,198.44,Home
C0009,loyal,INV00116,2024-09-13,169.38,Home
C0009,loyal,INV00117,2024-09-12,232.7,Apparel
C0009,loyal,INV00118,2024-08-08,232.15,Electronics
C0009,loyal,INV00119,2024-07-10,216.23,Beauty
C0009,loyal,INV00120,2024-08-18,174.86,Electronics
C0009,loyal,INV00121,2024-03-02,204.5,Home
C0009,loyal,INV00122,2024-08-27,191.8,Electronics
C0009,loyal,INV00123,2024-04-13,12.61,Home
C0009,loyal,INV00124,2024-04-16,225.46,Home
C0009,loyal,INV00125,2024-06-14,222.82,Home
C0009,loyal,INV00126,2024-03-05,182.32,Apparel
C0010,potential,INV00127,2024-10-22,129.12,Home
C0010,potential,INV00128,2024-10-15,67.69,Apparel
C0010,potential,INV00129,2024-09-18,105.08,Home
C0010,potential,INV00130,2024-08-26,128.81,Apparel
C0010,potential,INV00131,2024-05-23,166.02,Sports
C0010,potential,INV00132,2024-09-02,75.92,Home
C0011,champion,INV00133,2024-12-03,365.69,Home
C0011,champion,INV00134,2024-11-03,178.09,Apparel
C0011,champion,INV00135,2024-10-18,331.88,Electronics
C0011,champion,INV00136,2024-11-06,340.86,Home
C0011,champion,INV00137,2024-07-20,271.11,Sports
C0011,champion,INV00138,2024-09-09,162.7,Electronics
C0011,champion,INV00139,2024-06-06,140.78,Home
C0011,champion,INV00140,2024-04-16,301.15,Electronics
C0011,champion,INV00141,2024-04-23,442.55,Electronics
C0011,champion,INV00142,2024-06-15,184.08,Home
C0011,champion,INV00143,2024-07-06,171.25,Apparel
C0011,champion,INV00144,2024-08-26,377.91,Electronics
C0011,champion,INV00145,2024-07-12,512.52,Home
C0011,champion,INV00146,2024-06-30,256.82,Electronics
C0011,champion,INV00147,2024-02-27,326.33,Electronics
C0011,champion,INV00148,2023-08-26,331.52,Electronics
C0011,champion,INV00149,2023-09-12,445.74,Electronics
C0012,lost,INV00150,2023-02-26,70.92,Electronics
C0012,lost,INV00151,2023-02-02,41.66,Apparel
C0012,lost,INV00152,2022-12-28,57.96,Electronics
C0013,champion,INV00153,2024-12-23,295.42,Beauty
C0013,champion,INV00154,2024-11-15,389.57,Home
C0013,champion,INV00155,2024-10-10,266.02,Apparel
C0013,champion,INV00156,2024-09-24,191.83,Beauty
C0013,champion,INV00157,2024-09-14,290.09,Beauty
C0013,champion,INV00158,2024-06-16,127.98,Electronics
C0013,champion,INV00159,2024-06-26,283.28,Beauty
C0013,champion,INV00160,2024-05-13,212.39,Home
C0013,champion,INV00161,2024-06-06,154.74,Home
C0013,champion,INV00162,2024-08-01,251.42,Sports
C0013,champion,INV00163,2024-04-07,223.52,Beauty
C0013,champion,INV00164,2024-05-06,282.55,Electronics
C0013,champion,INV00165,2023-10-18,321.91,Sports
C0013,champion,INV00166,2023-08-04,251.53,Sports
C0013,champion,INV00167,2023-09-18,283.15,Apparel
C0013,champion,INV00168,2023-07-02,304.65,Apparel
C0013,champion,INV00169,2024-05-29,228.77,Sports
C0013,champion,INV00170,2023-11-28,206.86,Sports
C0013,champion,INV00171,2024-08-19,216.79,Apparel
C0013,champion,INV00172,2023-08-17,339.25,Home
C0013,champion,INV00173,2024-05-17,196.49,Beauty
C0013,champion,INV00174,2023-05-15,203.34,Home
C0013,champion,INV00175,2023-03-26,304.08,Electronics
C0014,loyal,INV00176,2024-12-13,83.36,Electronics
C0014,loyal,INV00177,2024-12-03,100.92,Beauty
C0014,loyal,INV00178,2024-11-01,119.45,Apparel
C0014,loyal,INV00179,2024-09-29,74.18,Electronics
C0014,loyal,INV00180,2024-10-02,81.59,Sports
C0014,loyal,INV00181,2024-06-11,125.26,Beauty
C0014,loyal,INV00182,2024-09-14,109.62,Apparel
C0014,loyal,INV00183,2024-08-16,108.5,Electronics
C0014,loyal,INV00184,2024-07-14,125.37,Sports
C0014,loyal,INV00185,2024-02-11,60.02,Electronics
C0014,loyal,INV00186,2024-02-27,100.37,Home
C0014,loyal,INV00187,2024-07-23,69.9,Home
C0014,loyal,INV00188,2024-01-24,113.91,Sports
C0014,loyal,INV00189,2023-08-07,97.9,Apparel
C0015,potential,INV00190,2024-11-30,91.9,Electronics
C0015,potential,INV00191,2024-10-28,73.65,Apparel
C0015,potential,INV00192,2024-09-15,69.29,Home
C0015,potential,INV00193,2024-09-10,54.67,Beauty
C0015,potential,INV00194,2024-08-10,64.07,Apparel
C0015,potential,INV00195,2024-05-29,88.27,Beauty
C0015,potential,INV00196,2024-09-13,81.86,Apparel
C0016,lost,INV00197,2024-02-01,61.84,Sports
C0016,lost,INV00198,2023-12-29,76.95,Sports
C0016,lost,INV00199,2024-01-12,81.34,Home
C0017,atrisk,INV00200,2024-04-09,92.16,Electronics
C0017,atrisk,INV00201,2024-04-02,123.95,Sports
C0017,atrisk,INV00202,2024-02-11,151.26,Home
C0017,atrisk,INV00203,2024-02-06,30.72,Beauty
C0017,atrisk,INV00204,2024-01-16,133.23,Electronics
C0017,atrisk,INV00205,2023-12-16,107.04,Electronics
C0017,atrisk,INV00206,2024-02-27,160.46,Electronics
C0018,lost,INV00207,2023-07-09,48.69,Home
C0019,atrisk,INV00208,2024-05-01,95.15,Apparel
C0019,atrisk,INV00209,2024-03-25,86.27,Apparel
C0019,atrisk,INV00210,2024-02-23,156.4,Electronics
C0019,atrisk,INV00211,2024-01-23,103.36,Beauty
C0019,atrisk,INV00212,2023-12-01,124.09,Beauty
C0019,atrisk,INV00213,2023-11-03,137.6,Sports
C0019,atrisk,INV00214,2024-02-07,84.43,Apparel
C0019,atrisk,INV00215,2024-01-24,58.09,Electronics
C0019,atrisk,INV00216,2023-09-04,103.18,Electronics
C0020,potential,INV00217,2024-11-27,121.34,Apparel
C0020,potential,INV00218,2024-11-09,93.26,Electronics
C0020,potential,INV00219,2024-09-24,74.31,Beauty
C0020,potential,INV00220,2024-08-26,35.62,Home
C0020,potential,INV00221,2024-09-12,122.4,Apparel
C0021,potential,INV00222,2024-10-09,70.17,Sports
C0021,potential,INV00223,2024-09-26,108.09,Home
C0021,potential,INV00224,2024-08-12,75.12,Apparel
C0022,atrisk,INV00225,2024-07-05,134.08,Home
C0022,atrisk,INV00226,2024-06-09,193.27,Apparel
C0022,atrisk,INV00227,2024-05-10,186.75,Apparel
C0022,atrisk,INV00228,2024-05-15,165.13,Electronics
C0022,atrisk,INV00229,2024-05-30,212.25,Electronics
C0023,loyal,INV00230,2024-12-02,237.53,Home
C0023,loyal,INV00231,2024-11-23,272.08,Sports
C0023,loyal,INV00232,2024-09-27,217.78,Home
C0023,loyal,INV00233,2024-08-07,156.39,Home
C0023,loyal,INV00234,2024-10-11,200.85,Sports
C0023,loyal,INV00235,2024-07-15,171.4,Beauty
C0023,loyal,INV00236,2024-08-10,86.66,Home
C0023,loyal,INV00237,2024-10-14,181.02,Home
C0023,loyal,INV00238,2024-08-12,215.51,Apparel
C0024,lost,INV00239,2023-09-17,55.78,Sports
C0025,lost,INV00240,2023-11-04,59.27,Electronics
C0025,lost,INV00241,2023-10-21,65.95,Apparel
C0026,atrisk,INV00242,2024-05-20,150.98,Electronics
C0026,atrisk,INV00243,2024-04-30,103.65,Apparel
C0026,atrisk,INV00244,2024-04-12,180.04,Sports
C0026,atrisk,INV00245,2024-04-20,72.54,Apparel
C0026,atrisk,INV00246,2024-01-09,111.53,Apparel
C0026,atrisk,INV00247,2024-03-01,117.89,Apparel
C0027,potential,INV00248,2024-09-11,135.47,Beauty
C0027,potential,INV00249,2024-08-22,90.75,Beauty
C0027,potential,INV00250,2024-07-23,60.57,Sports
C0027,potential,INV00251,2024-05-29,45.94,Beauty
C0028,loyal,INV00252,2024-10-26,226.08,Beauty
C0028,loyal,INV00253,2024-10-09,101.03,Electronics
C0028,loyal,INV00254,2024-08-19,334.32,Beauty
C0028,loyal,INV00255,2024-09-14,268.08,Beauty
C0028,loyal,INV00256,2024-09-08,263.83,Electronics
C0028,loyal,INV00257,2024-06-13,152.6,Beauty
C0028,loyal,INV00258,2024-05-05,190.39,Home
C0028,loyal,INV00259,2024-05-25,228.15,Apparel
C0028,loyal,INV00260,2024-08-31,299.99,Home
C0028,loyal,INV00261,2024-06-04,158.5,Home
C0029,loyal,INV00262,2024-12-07,158.02,Electronics
C0029,loyal,INV00263,2024-11-28,137.18,Home
C0029,loyal,INV00264,2024-09-28,88.12,Apparel
C0029,loyal,INV00265,2024-10-29,82.98,Electronics
C0029,loyal,INV00266,2024-10-20,137.41,Sports
C0029,loyal,INV00267,2024-09-28,108.74,Electronics
C0029,loyal,INV00268,2024-05-05,71.92,Apparel
C0029,loyal,INV00269,2024-06-15,95.37,Electronics
C0029,loyal,INV00270,2024-05-13,197.78,Beauty
C0029,loyal,INV00271,2024-03-03,136.07,Home
C0029,loyal,INV00272,2024-06-30,159.09,Sports
C0030,loyal,INV00273,2024-10-05,138.15,Electronics
C0030,loyal,INV00274,2024-09-05,147.4,Apparel
C0030,loyal,INV00275,2024-08-22,124.36,Home
C0030,loyal,INV00276,2024-07-13,135.64,Beauty
C0030,loyal,INV00277,2024-08-10,115.68,Sports
C0030,loyal,INV00278,2024-08-06,142.53,Electronics
C0030,loyal,INV00279,2024-02-14,109.59,Beauty
C0030,loyal,INV00280,2024-01-27,106.55,Electronics
C0030,loyal,INV00281,2024-02-16,176.75,Home
C0030,loyal,INV00282,2024-03-03,125.2,Electronics
C0030,loyal,INV00283,2024-07-17,86.71,Electronics
C0030,loyal,INV00284,2023-09-27,131.45,Apparel
C0031,loyal,INV00285,2024-12-07,139.47,Home
C0031,loyal,INV00286,2024-11-19,171.41,Electronics
C0031,loyal,INV00287,2024-11-05,84.92,Home
C0031,loyal,INV00288,2024-10-20,127.13,Apparel
C0031,loyal,INV00289,2024-08-09,218.17,Beauty
C0031,loyal,INV00290,2024-06-05,194.06,Electronics
C0031,loyal,INV00291,2024-07-28,125.7,Electronics
C0032,potential,INV00292,2024-10-31,109.08,Electronics
C0032,potential,INV00293,2024-10-20,119.47,Beauty
C0032,potential,INV00294,2024-10-11,74.11,Apparel
C0032,potential,INV00295,2024-09-13,120.36,Home
C0033,potential,INV00296,2024-09-26,73.28,Home
C0033,potential,INV00297,2024-08-24,67.27,Electronics
C0033,potential,INV00298,2024-09-04,63.48,Beauty
C0033,potential,INV00299,2024-06-28,57.47,Beauty
C0033,potential,INV00300,2024-06-26,87.83,Beauty
C0033,potential,INV00301,2024-04-24,99.82,Beauty
C0034,loyal,INV00302,2024-12-01,89.61,Sports
C0034,loyal,INV00303,2024-11-06,196.11,Home
C0034,loyal,INV00304,2024-10-04,171.36,Home
C0034,loyal,INV00305,2024-10-20,192.27,Electronics
C0034,loyal,INV00306,2024-09-12,125.8,Electronics
C0034,loyal,INV00307,2024-05-25,130.25,Electronics
C0034,loyal,INV00308,2024-06-16,151.29,Home
C0035,atrisk,INV00309,2024-05-05,139.07,Apparel
C0035,atrisk,INV00310,2024-03-29,103.37,Home
C0035,atrisk,INV00311,2024-04-19,214.27,Electronics
C0035,atrisk,INV00312,2024-01-18,155.2,Beauty
C0035,atrisk,INV00313,2024-01-18,163.97,Apparel
C0035,atrisk,INV00314,2023-10-28,177.67,Apparel
C0036,atrisk,INV00315,2024-05-17,216.94,Home
C0036,atrisk,INV00316,2024-05-05,175.7,Electronics
C0036,atrisk,INV00317,2024-04-07,162.03,Beauty
C0036,atrisk,INV00318,2024-04-26,157.45,Apparel
C0036,atrisk,INV00319,2024-01-18,157.56,Beauty
C0036,atrisk,INV00320,2024-02-22,167.54,Apparel
C0036,atrisk,INV00321,2024-03-24,161.17,Apparel
C0036,atrisk,INV00322,2023-10-27,180.1,Electronics
C0037,lost,INV00323,2023-12-14,32.23,Home
C0037,lost,INV00324,2023-11-22,28.72,Apparel
C0037,lost,INV00325,2023-10-23,32.7,Electronics
C0038,loyal,INV00326,2024-11-10,212.11,Electronics
C0038,loyal,INV00327,2024-10-04,173.02,Electronics
C0038,loyal,INV00328,2024-10-01,91.32,Electronics
C0038,loyal,INV00329,2024-10-11,85.15,Home
C0038,loyal,INV00330,2024-09-03,220.38,Sports
C0038,loyal,INV00331,2024-07-18,148.7,Electronics
C0038,loyal,INV00332,2024-08-18,183.16,Apparel
C0038,loyal,INV00333,2024-07-07,92.55,Apparel
C0039,atrisk,INV00334,2024-07-28,72.99,Home
C0039,atrisk,INV00335,2024-06-19,145.79,Beauty
C0039,atrisk,INV00336,2024-07-02,128.52,Electronics
C0039,atrisk,INV00337,2024-06-25,145.9,Home
C0039,atrisk,INV00338,2024-06-06,166.88,Electronics
C0039,atrisk,INV00339,2024-01-30,140.94,Home
C0039,atrisk,INV00340,2024-05-23,98.58,Apparel
C0039,atrisk,INV00341,2023-12-24,123.04,Beauty
C0039,atrisk,INV00342,2024-05-25,89.34,Electronics
C0040,atrisk,INV00343,2024-06-16,166.24,Electronics
C0040,atrisk,INV00344,2024-05-16,203.66,Electronics
C0040,atrisk,INV00345,2024-05-09,97.18,Sports
C0040,atrisk,INV00346,2024-03-27,139.91,Beauty
C0040,atrisk,INV00347,2024-01-16,157.28,Home
C0040,atrisk,INV00348,2024-04-12,114.18,Beauty
C0040,atrisk,INV00349,2023-12-01,151.63,Sports
C0041,potential,INV00350,2024-11-13,66.94,Home
C0041,potential,INV00351,2024-11-06,99.49,Electronics
C0041,potential,INV00352,2024-10-24,32.25,Apparel
C0041,potential,INV00353,2024-09-20,54.99,Sports
C0041,potential,INV00354,2024-07-12,70.26,Home
C0042,potential,INV00355,2024-10-31,112.58,Sports
C0042,potential,INV00356,2024-09-23,94.0,Electronics
C0042,potential,INV00357,2024-09-09,134.58,Apparel
C0042,potential,INV00358,2024-08-20,105.46,Sports
C0043,lost,INV00359,2023-03-22,38.77,Home
C0044,atrisk,INV00360,2024-08-26,146.91,Apparel
C0044,atrisk,INV00361,2024-07-28,162.32,Electronics
C0044,atrisk,INV00362,2024-06-25,172.67,Home
C0044,atrisk,INV00363,2024-08-05,187.17,Apparel
C0044,atrisk,INV00364,2024-05-22,160.64,Sports
C0045,lost,INV00365,2024-03-28,101.0,Home
C0046,potential,INV00366,2024-11-25,116.07,Sports
C0046,potential,INV00367,2024-10-29,80.59,Electronics
C0046,potential,INV00368,2024-11-07,63.08,Home
C0046,potential,INV00369,2024-10-08,101.18,Home
C0046,potential,INV00370,2024-07-20,49.53,Home
C0046,potential,INV00371,2024-06-18,61.26,Electronics
C0047,lost,INV00372,2023-09-14,58.83,Sports
C0048,lost,INV00373,2023-02-27,58.49,Electronics
C0049,atrisk,INV00374,2024-08-10,254.49,Electronics
C0049,atrisk,INV00375,2024-07-09,102.86,Beauty
C0049,atrisk,INV00376,2024-07-17,319.66,Beauty
C0049,atrisk,INV00377,2024-07-05,241.23,Apparel
C0050,lost,INV00378,2024-03-23,54.47,Sports
C0050,lost,INV00379,2024-02-21,99.64,Home
C0051,atrisk,INV00380,2024-04-01,101.69,Sports
C0051,atrisk,INV00381,2024-03-17,113.03,Apparel
C0051,atrisk,INV00382,2024-03-08,141.4,Sports
C0051,atrisk,INV00383,2024-02-07,144.28,Apparel
C0051,atrisk,INV00384,2024-01-08,51.65,Sports
C0051,atrisk,INV00385,2023-10-19,164.36,Electronics
C0052,potential,INV00386,2024-11-22,58.54,Apparel
C0052,potential,INV00387,2024-10-19,49.64,Home
C0052,potential,INV00388,2024-10-05,84.78,Home
C0052,potential,INV00389,2024-09-26,195.29,Sports
C0052,potential,INV00390,2024-08-26,62.31,Sports
C0053,loyal,INV00391,2024-10-13,120.93,Home
C0053,loyal,INV00392,2024-09-27,197.36,Apparel
C0053,loyal,INV00393,2024-09-07,147.13,Home
C0053,loyal,INV00394,2024-06-21,149.44,Home
C0053,loyal,INV00395,2024-06-19,128.5,Home
C0053,loyal,INV00396,2024-06-20,171.21,Home
C0054,lost,INV00397,2024-01-29,65.96,Apparel
C0054,lost,INV00398,2024-01-01,66.45,Sports
C0054,lost,INV00399,2024-01-01,56.42,Apparel
C0055,champion,INV00400,2024-12-13,415.99,Apparel
C0055,champion,INV00401,2024-12-03,213.57,Apparel
C0055,champion,INV00402,2024-11-21,302.3,Sports
C0055,champion,INV00403,2024-11-19,243.61,Apparel
C0055,champion,INV00404,2024-10-26,367.57,Apparel
C0055,champion,INV00405,2024-08-25,305.86,Home
C0055,champion,INV00406,2024-05-11,224.4,Apparel
C0055,champion,INV00407,2024-05-03,158.59,Apparel
C0055,champion,INV00408,2024-03-24,256.94,Home
C0055,champion,INV00409,2024-02-29,344.93,Home
C0055,champion,INV00410,2024-02-07,244.96,Sports
C0055,champion,INV00411,2024-04-15,298.26,Home
C0055,champion,INV00412,2024-04-29,348.9,Beauty
C0055,champion,INV00413,2023-09-02,105.98,Electronics
C0055,champion,INV00414,2024-02-09,371.99,Home
C0055,champion,INV00415,2023-08-21,356.49,Electronics
C0055,champion,INV00416,2023-07-20,370.99,Electronics
C0055,champion,INV00417,2023-04-28,383.89,Electronics
C0055,champion,INV00418,2023-08-15,310.9,Beauty
C0055,champion,INV00419,2024-08-02,243.39,Beauty
C0055,champion,INV00420,2024-05-27,197.76,Electronics
C0055,champion,INV00421,2022-11-18,312.77,Home
C0055,champion,INV00422,2022-09-21,486.87,Sports
C0055,champion,INV00423,2024-03-12,391.0,Sports
C0055,champion,INV00424,2023-04-23,300.1,Sports
C0056,potential,INV00425,2024-11-18,81.33,Home
C0056,potential,INV00426,2024-11-01,85.39,Apparel
C0056,potential,INV00427,2024-09-15,87.8,Electronics
C0057,loyal,INV00428,2024-11-17,233.79,Home
C0057,loyal,INV00429,2024-10-25,103.91,Sports
C0057,loyal,INV00430,2024-10-26,130.93,Home
C0057,loyal,INV00431,2024-09-12,227.91,Apparel
C0057,loyal,INV00432,2024-07-20,175.02,Home
C0057,loyal,INV00433,2024-08-14,127.5,Beauty
C0057,loyal,INV00434,2024-07-26,209.84,Electronics
C0057,loyal,INV00435,2024-06-16,235.97,Electronics
C0057,loyal,INV00436,2024-03-06,217.44,Electronics
C0058,potential,INV00437,2024-11-09,98.51,Sports
C0058,potential,INV00438,2024-10-26,46.22,Electronics
C0058,potential,INV00439,2024-09-28,72.79,Home
C0058,potential,INV00440,2024-09-28,65.33,Sports
C0059,lost,INV00441,2023-11-21,121.21,Electronics
C0060,loyal,INV00442,2024-12-08,184.91,Beauty
C0060,loyal,INV00443,2024-11-23,102.62,Sports
C0060,loyal,INV00444,2024-11-04,192.19,Apparel
C0060,loyal,INV00445,2024-10-18,263.54,Sports
C0060,loyal,INV00446,2024-08-06,189.61,Apparel
C0060,loyal,INV00447,2024-08-05,179.99,Home
C0060,loyal,INV00448,2024-10-15,112.71,Electronics
C0060,loyal,INV00449,2024-04-21,226.33,Sports
C0060,loyal,INV00450,2024-08-26,71.62,Sports
C0060,loyal,INV00451,2024-05-15,128.11,Beauty
C0060,loyal,INV00452,2024-06-21,191.54,Apparel
C0060,loyal,INV00453,2024-02-26,123.25,Apparel
C0060,loyal,INV00454,2024-02-12,132.58,Electronics
C0061,lost,INV00455,2023-07-03,83.13,Beauty
C0062,atrisk,INV00456,2024-03-29,157.63,Beauty
C0062,atrisk,INV00457,2024-03-21,134.88,Beauty
C0062,atrisk,INV00458,2024-02-20,192.8,Apparel
C0062,atrisk,INV00459,2024-03-02,182.28,Apparel
C0062,atrisk,INV00460,2023-11-02,197.88,Apparel
C0062,atrisk,INV00461,2023-10-06,194.18,Apparel
C0063,atrisk,INV00462,2024-06-25,160.74,Home
C0063,atrisk,INV00463,2024-06-17,235.08,Home
C0063,atrisk,INV00464,2024-04-08,208.5,Electronics
C0063,atrisk,INV00465,2024-05-14,165.31,Home
C0064,loyal,INV00466,2024-12-04,175.08,Home
C0064,loyal,INV00467,2024-11-18,65.43,Beauty
C0064,loyal,INV00468,2024-10-25,107.18,Electronics
C0064,loyal,INV00469,2024-10-05,168.98,Sports
C0064,loyal,INV00470,2024-08-30,29.88,Electronics
C0064,loyal,INV00471,2024-10-10,126.56,Apparel
C0064,loyal,INV00472,2024-06-19,117.67,Electronics
C0064,loyal,INV00473,2024-09-11,184.85,Home
C0064,loyal,INV00474,2024-02-20,91.5,Sports
C0064,loyal,INV00475,2024-09-05,251.39,Electronics
C0064,loyal,INV00476,2023-11-20,162.56,Beauty
C0064,loyal,INV00477,2023-12-18,109.63,Electronics
C0064,loyal,INV00478,2024-06-07,90.64,Sports
C0064,loyal,INV00479,2024-09-04,219.91,Electronics
C0065,lost,INV00480,2023-05-24,68.96,Home
C0065,lost,INV00481,2023-04-24,55.86,Home
C0066,potential,INV00482,2024-10-23,103.4,Beauty
C0066,potential,INV00483,2024-09-19,10.0,Electronics
C0066,potential,INV00484,2024-08-28,124.77,Apparel
C0066,potential,INV00485,2024-07-01,107.61,Home
C0066,potential,INV00486,2024-06-01,59.75,Electronics
C0066,potential,INV00487,2024-06-30,99.27,Sports
C0066,potential,INV00488,2024-08-12,129.71,Electronics
C0067,atrisk,INV00489,2024-05-04,95.57,Sports
C0067,atrisk,INV00490,2024-04-05,123.4,Sports
C0067,atrisk,INV00491,2024-02-22,117.18,Apparel
C0067,atrisk,INV00492,2024-02-10,86.08,Beauty
C0067,atrisk,INV00493,2024-03-21,92.45,Sports
C0067,atrisk,INV00494,2023-12-26,59.77,Beauty
