order_id,vendor_id,product_id,order_date,sla_days,actual_days,quantity,unit_cost,quality_status,delivery_date,total_cost
ORD-W10-0026,V020,SKU-0033,13/01/2025,7,4,284,86.52,Pass,17/01/2025,24571.68
ORD-W10-0027,V008,SKU-0011,06/01/2025,7,4,304,52.54,Pending,10/01/2025,15972.16
ORD-W10-0028,V002,SKU-0041,02/01/2025,7,10,200,63.36,Pass,12/01/2025,12672.0
ORD-W10-0029,V010,SKU-0005,03/02/2025,7,10,162,71.01,Pass,13/02/2025,11503.62
ORD-W10-0030,V005,SKU-0027,03/03/2025,7,4,86,169.53,Pass,07/03/2025,14579.58
ORD-W10-0031,V010,SKU-0004,07/01/2025,3,3,281,101.95,Pass,10/01/2025,28647.95
ORD-W10-0032,V005,SKU-0038,08/02/2025,5,4,470,171.61,Pass,12/02/2025,80656.7
ORD-W10-0033,V006,SKU-0026,15/01/2025,5,12,433,192.31,Pass,27/01/2025,83270.23
ORD-W10-0034,V013,SKU-0013,23/02/2025,7,7,170,137.35,Pass,02/03/2025,23349.5
ORD-W10-0035,V007,SKU-0014,20/01/2025,5,3,119,10.52,Pass,23/01/2025,1251.88
ORD-W10-0036,V017,SKU-0008,26/01/2025,3,6,359,97.24,Pass,01/02/2025,34909.16
ORD-W10-0037,V002,SKU-0046,04/02/2025,5,7,329,13.76,Pass,11/02/2025,4527.04
ORD-W10-0038,V006,SKU-0002,14/01/2025,10,6,380,149.87,Pass,20/01/2025,56950.6
ORD-W10-0039,V008,SKU-0043,10/03/2025,3,11,470,75.26,Pass,21/03/2025,35372.2
ORD-W10-0040,V013,SKU-0016,06/03/2025,5,2,53,132.16,Pass,08/03/2025,7004.48
ORD-W10-0041,V012,SKU-0019,14/02/2025,10,9,462,157.14,Pass,23/02/2025,72598.68
ORD-W10-0042,V008,SKU-0018,28/01/2025,10,11,339,120.42,Pass,08/02/2025,40822.38
ORD-W10-0043,V009,SKU-0026,10/03/2025,5,5,189,11.24,Pass,15/03/2025,2124.36
ORD-W10-0044,V004,SKU-0047,24/02/2025,5,9,21,44.45,Pass,05/03/2025,933.45
ORD-W10-0045,V017,SKU-0029,10/01/2025,7,9,201,79.66,Pending,19/01/2025,16011.66
ORD-W10-0046,V016,SKU-0039,09/03/2025,3,6,306,175.92,Pass,15/03/2025,53831.52
ORD-W10-0047,V001,SKU-0046,03/03/2025,5,4,238,112.02,Pass,07/03/2025,26660.76
ORD-W10-0048,V003,SKU-0005,06/03/2025,5,12,70,94.89,Pass,18/03/2025,6642.3
ORD-W10-0049,V020,SKU-0050,01/02/2025,5,9,341,46.66,Pass,10/02/2025,15911.06
ORD-W10-0050,V020,SKU-0032,06/02/2025,7,10,363,42.57,Pass,16/02/2025,15452.91
ORD-W10-0051,V010,SKU-0006,07/03/2025,7,4,73,33.78,Pass,11/03/2025,2465.94
ORD-W10-0052,V013,SKU-0049,18/01/2025,7,10,227,120.17,Pass,28/01/2025,27278.59
ORD-W10-0053,V019,SKU-0020,19/01/2025,5,4,436,85.27,Pass,23/01/2025,37177.72
ORD-W10-0054,V003,SKU-0014,01/03/2025,3,2,167,64.37,Pass,03/03/2025,10749.79
ORD-W10-0055,V019,SKU-0024,04/01/2025,5,10,264,97.16,Pass,14/01/2025,25650.24
ORD-W10-0056,V002,SKU-0036,04/02/2025,7,4,411,122.27,Pass,08/02/2025,50252.97
ORD-W10-0057,V002,SKU-0019,01/02/2025,7,3,326,94.55,Pass,04/02/2025,30823.3
ORD-W10-0058,V013,SKU-0040,03/03/2025,5,9,190,125.14,Defect,12/03/2025,23776.6
ORD-W10-0059,V017,SKU-0044,07/03/2025,5,10,78,67.93,Pass,17/03/2025,5298.54
ORD-W10-0060,V020,SKU-0016,03/02/2025,5,10,283,29.88,Pass,13/02/2025,8456.04
ORD-W10-0061,V011,SKU-0030,12/01/2025,5,10,397,64.47,Pass,22/01/2025,25594.59
ORD-W10-0062,V011,SKU-0015,14/01/2025,5,3,418,117.92,Pass,17/01/2025,49290.56
ORD-W10-0063,V002,SKU-0034,20/02/2025,5,4,171,5.91,Pass,24/02/2025,1010.61
ORD-W10-0064,V010,SKU-0028,07/02/2025,3,2,401,127.35,Pass,09/02/2025,51067.35
ORD-W10-0065,V005,SKU-0046,21/01/2025,10,3,28,186.75,Pass,24/01/2025,5229.0
ORD-W10-0066,V008,SKU-0025,09/03/2025,7,3,46,144.94,Pass,12/03/2025,6667.24
ORD-W10-0067,V018,SKU-0045,14/02/2025,5,6,307,43.18,Pass,20/02/2025,13256.26
ORD-W10-0068,V004,SKU-0007,11/03/2025,5,9,348,85.16,Pass,20/03/2025,29635.68
ORD-W10-0069,V011,SKU-0001,08/03/2025,5,3,297,31.12,Pass,11/03/2025,9242.64
ORD-W10-0070,V014,SKU-0011,06/01/2025,3,10,137,41.63,Pass,16/01/2025,5703.31
ORD-W10-0071,V018,SKU-0016,04/03/2025,7,10,44,60.42,Pass,14/03/2025,2658.48
ORD-W10-0072,V006,SKU-0015,06/03/2025,3,8,122,178.95,Pass,14/03/2025,21831.9
ORD-W10-0073,V005,SKU-0018,08/02/2025,3,12,77,188.47,Pass,20/02/2025,14512.19
ORD-W10-0074,V001,SKU-0033,01/02/2025,7,3,346,82.68,Pass,04/02/2025,28607.28
ORD-W10-0075,V002,SKU-0003,06/02/2025,5,4,14,116.49,Pass,10/02/2025,1630.86
ORD-W10-0076,V007,SKU-0038,09/01/2025,5,3,201,34.78,Pass,12/01/2025,6990.78
ORD-W10-0077,V018,SKU-0031,26/01/2025,5,10,34,164.08,Defect,05/02/2025,5578.72
ORD-W10-0078,V017,SKU-0013,24/01/2025,5,8,318,126.72,Pending,01/02/2025,40296.96
ORD-W10-0079,V011,SKU-0039,23/02/2025,5,9,111,131.94,Pass,04/03/2025,14645.34
ORD-W10-0080,V010,SKU-0001,08/01/2025,3,2,133,112.82,Pass,10/01/2025,15005.06
ORD-W10-0081,V005,SKU-0039,16/02/2025,5,3,467,145.96,Pass,19/02/2025,68163.32
ORD-W10-0082,V003,SKU-0050,07/01/2025,7,4,406,176.18,Pass,11/01/2025,71529.08
ORD-W10-0083,V016,SKU-0018,01/02/2025,7,5,154,92.37,Pass,06/02/2025,14224.98
ORD-W10-0084,V011,SKU-0026,04/03/2025,5,8,354,65.59,Pass,12/03/2025,23218.86
ORD-W10-0085,V014,SKU-0012,24/01/2025,5,12,290,81.38,Pass,05/02/2025,23600.2
ORD-W10-0086,V010,SKU-0022,20/01/2025,3,7,235,12.2,Pass,27/01/2025,2867.0
ORD-W10-0087,V019,SKU-0007,14/01/2025,5,2,208,55.45,Pass,16/01/2025,11533.6
ORD-W10-0088,V018,SKU-0047,03/03/2025,3,3,302,155.46,Pass,06/03/2025,46948.92
ORD-W10-0089,V006,SKU-0016,21/01/2025,5,2,62,10.38,Pass,23/01/2025,643.56
ORD-W10-0090,V017,SKU-0024,02/02/2025,7,6,370,180.82,Pass,08/02/2025,66903.4
ORD-W10-0091,V008,SKU-0036,04/03/2025,3,11,74,122.25,Pass,15/03/2025,9046.5
ORD-W10-0092,V002,SKU-0011,27/01/2025,5,3,383,111.07,Pass,30/01/2025,42539.81
ORD-W10-0093,V006,SKU-0017,20/02/2025,7,3,348,54.05,Pass,23/02/2025,18809.4
ORD-W10-0094,V017,SKU-0035,04/03/2025,5,2,364,12.3,Defect,06/03/2025,4477.2
ORD-W10-0095,V009,SKU-0002,03/02/2025,5,9,49,120.97,Pass,12/02/2025,5927.53
ORD-W10-0096,V017,SKU-0028,06/01/2025,5,9,83,40.01,Pass,15/01/2025,3320.83
ORD-W10-0097,V013,SKU-0046,16/02/2025,3,4,377,72.41,Pass,20/02/2025,27298.57
ORD-W10-0098,V015,SKU-0010,14/02/2025,10,3,149,15.3,Pass,17/02/2025,2279.7
ORD-W10-0099,V010,SKU-0023,26/02/2025,7,8,475,185.66,Pass,06/03/2025,88188.5
ORD-W10-0100,V015,SKU-0014,03/02/2025,7,6,357,114.98,Pass,09/02/2025,41047.86
ORD-W10-0101,V014,SKU-0047,23/01/2025,5,3,100,184.0,Pass,26/01/2025,18400.0
ORD-W10-0102,V008,SKU-0004,03/01/2025,7,11,216,29.73,Pass,14/01/2025,6421.68
ORD-W10-0103,V002,SKU-0005,08/02/2025,5,12,180,29.92,Pass,20/02/2025,5385.6
ORD-W10-0104,V018,SKU-0001,31/01/2025,7,13,405,95.29,Pass,13/02/2025,38592.45
ORD-W10-0105,V020,SKU-0031,05/01/2025,7,11,310,139.76,Pass,16/01/2025,43325.6
ORD-W10-0106,V016,SKU-0013,04/02/2025,5,7,397,139.31,Pass,11/02/2025,55306.07
ORD-W10-0107,V008,SKU-0013,06/02/2025,3,9,127,111.34,Defect,15/02/2025,14140.18
ORD-W10-0108,V016,SKU-0011,02/03/2025,5,2,182,97.27,Pass,04/03/2025,17703.14
ORD-W10-0109,V011,SKU-0023,10/02/2025,7,12,463,79.46,Pass,22/02/2025,36789.98
ORD-W10-0110,V003,SKU-0017,13/02/2025,5,9,323,116.13,Pending,22/02/2025,37509.99
ORD-W10-0111,V005,SKU-0045,29/01/2025,10,4,239,33.34,Pass,02/02/2025,7968.26
ORD-W10-0112,V004,SKU-0033,13/01/2025,3,7,34,48.67,Pass,20/01/2025,1654.78
ORD-W10-0113,V010,SKU-0015,04/02/2025,7,12,266,115.72,Pass,16/02/2025,30781.52
ORD-W10-0114,V010,SKU-0019,19/02/2025,7,7,119,19.5,Pass,26/02/2025,2320.5
ORD-W10-0115,V016,SKU-0040,06/03/2025,7,2,257,89.28,Defect,08/03/2025,22944.96
ORD-W10-0116,V011,SKU-0029,05/02/2025,5,7,308,180.95,Pass,12/02/2025,55732.6
ORD-W10-0117,V015,SKU-0009,06/02/2025,5,13,276,79.0,Pass,19/02/2025,21804.0
ORD-W10-0118,V012,SKU-0025,28/02/2025,7,13,220,122.22,Pass,13/03/2025,26888.4
ORD-W10-0119,V002,SKU-0042,23/02/2025,5,8,342,12.76,Pass,03/03/2025,4363.92
ORD-W10-0120,V005,SKU-0035,02/02/2025,5,8,89,169.98,Pass,10/02/2025,15128.22
ORD-W10-0121,V011,SKU-0003,26/02/2025,7,3,462,180.16,Pass,01/03/2025,83233.92
ORD-W10-0122,V007,SKU-0004,22/02/2025,3,6,366,22.47,Pass,28/02/2025,8224.02
ORD-W10-0123,V004,SKU-0006,11/03/2025,5,2,24,166.52,Pass,13/03/2025,3996.48
ORD-W10-0124,V008,SKU-0029,08/02/2025,3,12,382,6.0,Pass,20/02/2025,2292.0
ORD-W10-0125,V002,SKU-0009,26/01/2025,5,11,105,133.77,Pass,06/02/2025,14045.85
ORD-W10-0126,V018,SKU-0001,13/02/2025,7,7,83,72.85,Pass,20/02/2025,6046.55
ORD-W10-0127,V002,SKU-0003,08/01/2025,3,13,22,82.08,Pass,21/01/2025,1805.76
ORD-W10-0128,V002,SKU-0014,13/02/2025,5,12,258,49.66,Pass,25/02/2025,12812.28
ORD-W10-0129,V011,SKU-0044,04/01/2025,5,4,332,102.24,Pass,08/01/2025,33943.68
ORD-W10-0130,V019,SKU-0023,22/01/2025,5,4,287,65.05,Pending,26/01/2025,18669.35
ORD-W10-0131,V002,SKU-0047,15/01/2025,5,10,69,24.47,Pass,25/01/2025,1688.43
ORD-W10-0132,V012,SKU-0021,25/02/2025,5,5,408,166.7,Pass,02/03/2025,68013.6
ORD-W10-0133,V005,SKU-0016,02/01/2025,5,3,453,82.33,Pass,05/01/2025,37295.49
ORD-W10-0134,V011,SKU-0031,04/01/2025,7,13,295,150.19,Pass,17/01/2025,44306.05
ORD-W10-0135,V017,SKU-0043,16/01/2025,7,2,40,25.5,Pass,18/01/2025,1020.0
ORD-W10-0136,V006,SKU-0032,11/01/2025,10,13,217,154.48,Pass,24/01/2025,33522.16
ORD-W10-0137,V014,SKU-0002,11/01/2025,7,11,72,143.7,Pass,22/01/2025,10346.4
ORD-W10-0138,V018,SKU-0029,09/03/2025,7,6,224,15.82,Pending,15/03/2025,3543.68
