order_id,vendor_id,product_id,order_date,sla_days,actual_days,quantity,unit_cost,quality_status,delivery_date,total_cost,source_file,days_to_deliver,on_time,defect_flag,week_num
ORD-W01-0048,V001,SKU-0024,2025-01-06,7,9,177,78.36,Pass,2025-01-15,13869.72,week_01_orders.csv,9,False,False,2
ORD-W01-0049,V014,SKU-0019,2025-01-06,7,11,16,30.89,Defect,2025-01-17,494.24,week_01_orders.csv,11,False,True,2
ORD-W01-0050,V004,SKU-0028,2025-01-05,7,3,289,179.2,Pass,2025-01-08,51788.8,week_01_orders.csv,3,True,False,1
ORD-W01-0051,V012,SKU-0031,2025-01-07,3,5,343,9.89,Pass,2025-01-12,3392.27,week_01_orders.csv,5,False,False,2
ORD-W01-0052,V003,SKU-0026,2025-01-07,3,13,204,97.96,Pass,2025-01-20,19983.84,week_01_orders.csv,13,False,False,2
ORD-W01-0053,V016,SKU-0003,2025-01-03,5,3,78,82.54,Pass,2025-01-06,6438.12,week_01_orders.csv,3,True,False,1
ORD-W01-0054,V002,SKU-0021,2025-01-01,5,8,423,23.19,Pass,2025-01-09,9809.37,week_01_orders.csv,8,False,False,1
ORD-W01-0055,V011,SKU-0043,2025-01-05,5,4,429,126.78,Pass,2025-01-09,54388.62,week_01_orders.csv,4,True,False,1
ORD-W01-0056,V003,SKU-0050,2025-01-04,5,4,463,111.37,Pass,2025-01-08,51564.31,week_01_orders.csv,4,True,False,1
ORD-W01-0057,V017,SKU-0030,2025-01-04,5,11,422,145.23,Pass,2025-01-15,61287.06,week_01_orders.csv,11,False,False,1
ORD-W01-0058,V004,SKU-0011,2025-01-04,5,9,342,108.0,Defect,2025-01-13,36936.0,week_01_orders.csv,9,False,True,1
ORD-W01-0059,V008,SKU-0046,2025-01-01,7,10,145,137.6,Pass,2025-01-11,19952.0,week_01_orders.csv,10,False,False,1
ORD-W01-0060,V014,SKU-0002,2025-01-07,3,3,214,24.2,Pass,2025-01-10,5178.8,week_01_orders.csv,3,True,False,2
ORD-W01-0061,V003,SKU-0032,2025-01-06,7,6,272,83.55,Defect,2025-01-12,22725.6,week_01_orders.csv,6,True,True,2
ORD-W01-0062,V017,SKU-0045,2025-01-07,3,12,327,164.44,Pass,2025-01-19,53771.88,week_01_orders.csv,12,False,False,2
ORD-W01-0063,V009,SKU-0047,2025-01-03,10,4,150,154.14,Defect,2025-01-07,23121.0,week_01_orders.csv,4,True,True,1
ORD-W01-0064,V020,SKU-0004,2025-01-02,5,6,283,181.57,Pass,2025-01-08,51384.31,week_01_orders.csv,6,False,False,1
ORD-W01-0065,V015,SKU-0017,2025-01-01,5,5,215,149.42,Pass,2025-01-06,32125.3,week_01_orders.csv,5,True,False,1
ORD-W01-0066,V001,SKU-0035,2025-01-02,7,10,417,116.58,Pass,2025-01-12,48613.86,week_01_orders.csv,10,False,False,1
ORD-W01-0067,V017,SKU-0006,2025-01-07,7,3,395,142.4,Pass,2025-01-10,56248.0,week_01_orders.csv,3,True,False,2
ORD-W01-0068,V011,SKU-0029,2025-01-05,10,5,253,180.5,Pass,2025-01-10,45666.5,week_01_orders.csv,5,True,False,1
ORD-W01-0069,V011,SKU-0013,2025-01-04,3,5,187,18.98,Defect,2025-01-09,3549.26,week_01_orders.csv,5,False,True,1
ORD-W01-0070,V016,SKU-0040,2025-01-04,5,4,261,129.97,Pass,2025-01-08,33922.17,week_01_orders.csv,4,True,False,1
ORD-W01-0071,V005,SKU-0014,2025-01-07,5,7,472,163.29,Pass,2025-01-14,77072.88,week_01_orders.csv,7,False,False,2
ORD-W01-0072,V015,SKU-0029,2025-01-04,7,11,21,113.29,Pass,2025-01-15,2379.09,week_01_orders.csv,11,False,False,1
ORD-W01-0073,V007,SKU-0022,2025-01-02,3,13,413,13.81,Pass,2025-01-15,5703.53,week_01_orders.csv,13,False,False,1
ORD-W01-0074,V007,SKU-0040,2025-01-03,7,12,279,143.6,Pass,2025-01-15,40064.4,week_01_orders.csv,12,False,False,1
ORD-W01-0075,V006,SKU-0048,2025-01-06,10,3,160,126.1,Defect,2025-01-09,20176.0,week_01_orders.csv,3,True,True,2
ORD-W01-0076,V020,SKU-0007,2025-01-07,5,13,155,17.54,Pass,2025-01-20,2718.7,week_01_orders.csv,13,False,False,2
ORD-W01-0077,V006,SKU-0013,2025-01-03,7,2,173,36.15,Pass,2025-01-05,6253.95,week_01_orders.csv,2,True,False,1
ORD-W01-0078,V018,SKU-0049,2025-01-03,10,13,121,139.69,Pass,2025-01-16,16902.49,week_01_orders.csv,13,False,False,1
ORD-W01-0079,V006,SKU-0044,2025-01-05,3,3,187,63.21,Pass,2025-01-08,11820.27,week_01_orders.csv,3,True,False,1
ORD-W01-0080,V012,SKU-0042,2025-01-07,5,13,425,196.83,Pass,2025-01-20,83652.75,week_01_orders.csv,13,False,False,2
ORD-W01-0081,V004,SKU-0017,2025-01-07,5,13,159,130.66,Pass,2025-01-20,20774.94,week_01_orders.csv,13,False,False,2
ORD-W01-0082,V007,SKU-0049,2025-01-07,3,5,296,185.94,Pending,2025-01-12,55038.24,week_01_orders.csv,5,False,False,2
ORD-W01-0083,V019,SKU-0022,2025-01-06,7,3,67,71.39,Defect,2025-01-09,4783.13,week_01_orders.csv,3,True,True,2
ORD-W01-0084,V019,SKU-0042,2025-01-03,3,8,461,95.41,Pass,2025-01-11,43984.01,week_01_orders.csv,8,False,False,1
ORD-W01-0085,V007,SKU-0001,2025-01-05,7,3,43,187.77,Pass,2025-01-08,8074.11,week_01_orders.csv,3,True,False,1
ORD-W01-0086,V014,SKU-0019,2025-01-01,5,3,339,191.45,Pass,2025-01-04,64901.55,week_01_orders.csv,3,True,False,1
ORD-W01-0087,V001,SKU-0036,2025-01-04,7,3,187,55.39,Pass,2025-01-07,10357.93,week_01_orders.csv,3,True,False,1
ORD-W01-0088,V015,SKU-0006,2025-01-04,7,3,324,147.78,Pass,2025-01-07,47880.72,week_01_orders.csv,3,True,False,1
ORD-W01-0089,V018,SKU-0027,2025-01-01,3,8,173,19.53,Pass,2025-01-09,3378.69,week_01_orders.csv,8,False,False,1
ORD-W01-0090,V008,SKU-0037,2025-01-04,5,10,270,156.51,Pass,2025-01-14,42257.7,week_01_orders.csv,10,False,False,1
ORD-W01-0091,V019,SKU-0012,2025-01-03,5,6,232,146.33,Pass,2025-01-09,33948.56,week_01_orders.csv,6,False,False,1
ORD-W01-0092,V010,SKU-0016,2025-01-07,3,4,181,23.19,Pass,2025-01-11,4197.39,week_01_orders.csv,4,False,False,2
ORD-W01-0093,V002,SKU-0014,2025-01-04,5,3,347,125.8,Pass,2025-01-07,43652.6,week_01_orders.csv,3,True,False,1
ORD-W01-0094,V017,SKU-0039,2025-01-07,5,7,361,187.99,Pass,2025-01-14,67864.39,week_01_orders.csv,7,False,False,2
ORD-W01-0095,V002,SKU-0027,2025-01-05,3,5,404,46.8,Pass,2025-01-10,18907.2,week_01_orders.csv,5,False,False,1
ORD-W01-0096,V012,SKU-0017,2025-01-06,5,4,303,175.65,Pass,2025-01-10,53221.95,week_01_orders.csv,4,True,False,2
ORD-W01-0097,V011,SKU-0003,2025-01-06,5,5,50,49.0,Pass,2025-01-11,2450.0,week_01_orders.csv,5,True,False,2
ORD-W01-0098,V018,SKU-0027,2025-01-02,5,6,330,132.31,Pass,2025-01-08,43662.3,week_01_orders.csv,6,False,False,1
ORD-W01-0099,V019,SKU-0025,2025-01-06,5,4,138,14.79,Pass,2025-01-10,2041.02,week_01_orders.csv,4,True,False,2
ORD-W01-0100,V014,SKU-0047,2025-01-02,5,12,60,161.14,Pass,2025-01-14,9668.4,week_01_orders.csv,12,False,False,1
ORD-W01-0101,V020,SKU-0045,2025-01-05,3,8,150,86.08,Defect,2025-01-13,12912.0,week_01_orders.csv,8,False,True,1
ORD-W01-0102,V003,SKU-0012,2025-01-02,7,10,139,37.0,Pass,2025-01-12,5143.0,week_01_orders.csv,10,False,False,1
ORD-W01-0103,V005,SKU-0050,2025-01-07,7,2,262,123.24,Pass,2025-01-09,32288.88,week_01_orders.csv,2,True,False,2
ORD-W01-0104,V004,SKU-0037,2025-01-07,10,4,481,58.92,Pass,2025-01-11,28340.52,week_01_orders.csv,4,True,False,2
ORD-W01-0105,V019,SKU-0009,2025-01-03,7,10,455,114.51,Pass,2025-01-13,52102.05,week_01_orders.csv,10,False,False,1
ORD-W01-0106,V014,SKU-0023,2025-01-02,3,6,23,114.69,Pass,2025-01-08,2637.87,week_01_orders.csv,6,False,False,1
ORD-W01-0107,V015,SKU-0025,2025-01-06,5,10,137,64.65,Pending,2025-01-16,8857.05,week_01_orders.csv,10,False,False,2
ORD-W01-0108,V005,SKU-0029,2025-01-01,3,8,85,154.51,Pass,2025-01-09,13133.35,week_01_orders.csv,8,False,False,1
ORD-W01-0109,V005,SKU-0012,2025-01-01,5,6,437,169.98,Pass,2025-01-07,74281.26,week_01_orders.csv,6,False,False,1
ORD-W01-0110,V007,SKU-0038,2025-01-05,10,11,59,65.9,Pass,2025-01-16,3888.1,week_01_orders.csv,11,False,False,1
ORD-W01-0111,V012,SKU-0023,2025-01-01,5,4,309,130.81,Pass,2025-01-05,40420.29,week_01_orders.csv,4,True,False,1
ORD-W01-0112,V007,SKU-0043,2025-01-01,7,11,208,72.92,Pass,2025-01-12,15167.36,week_01_orders.csv,11,False,False,1
ORD-W01-0113,V017,SKU-0013,2025-01-07,5,5,414,179.88,Pass,2025-01-12,74470.32,week_01_orders.csv,5,True,False,2
ORD-W01-0114,V019,SKU-0032,2025-01-03,7,7,254,137.51,Pass,2025-01-10,34927.54,week_01_orders.csv,7,True,False,1
ORD-W01-0115,V020,SKU-0003,2025-01-01,5,10,41,184.69,Pass,2025-01-11,7572.29,week_01_orders.csv,10,False,False,1
ORD-W01-0116,V011,SKU-0015,2025-01-07,3,9,41,90.4,Pass,2025-01-16,3706.4,week_01_orders.csv,9,False,False,2
ORD-W01-0117,V005,SKU-0011,2025-01-01,5,2,73,115.98,Pass,2025-01-03,8466.54,week_01_orders.csv,2,True,False,1
ORD-W01-0118,V019,SKU-0048,2025-01-02,10,3,21,124.39,Pass,2025-01-05,2612.19,week_01_orders.csv,3,True,False,1
ORD-W01-0119,V001,SKU-0034,2025-01-01,7,3,236,152.91,Pass,2025-01-04,36086.76,week_01_orders.csv,3,True,False,1
ORD-W01-0120,V017,SKU-0033,2025-01-03,7,3,452,189.23,Pass,2025-01-06,85531.96,week_01_orders.csv,3,True,False,1
ORD-W01-0121,V005,SKU-0013,2025-01-02,7,4,330,141.89,Pass,2025-01-06,46823.7,week_01_orders.csv,4,True,False,1
ORD-W01-0122,V001,SKU-0025,2025-01-07,10,8,438,65.46,Pass,2025-01-15,28671.48,week_01_orders.csv,8,True,False,2
ORD-W01-0123,V010,SKU-0047,2025-01-01,3,10,487,145.3,Defect,2025-01-11,70761.1,week_01_orders.csv,10,False,True,1
ORD-W01-0124,V011,SKU-0039,2025-01-03,5,2,165,19.29,Pass,2025-01-05,3182.85,week_01_orders.csv,2,True,False,1
ORD-W01-0125,V006,SKU-0015,2025-01-01,3,4,23,134.72,Pass,2025-01-05,3098.56,week_01_orders.csv,4,False,False,1
ORD-W01-0126,V005,SKU-0034,2025-01-04,3,2,165,159.81,Pass,2025-01-06,26368.65,week_01_orders.csv,2,True,False,1
ORD-W01-0127,V015,SKU-0045,2025-01-07,3,6,146,54.62,Defect,2025-01-13,7974.52,week_01_orders.csv,6,False,True,2
ORD-W01-0128,V002,SKU-0044,2025-01-05,7,9,23,190.85,Pass,2025-01-14,4389.55,week_01_orders.csv,9,False,False,1
ORD-W01-0129,V013,SKU-0020,2025-01-04,3,12,395,131.33,Pass,2025-01-16,51875.35,week_01_orders.csv,12,False,False,1
ORD-W01-0130,V002,SKU-0050,2025-01-06,5,10,14,42.43,Pass,2025-01-16,594.02,week_01_orders.csv,10,False,False,2
ORD-W01-0131,V012,SKU-0048,2025-01-04,7,7,68,165.08,Pass,2025-01-11,11225.44,week_01_orders.csv,7,True,False,1
ORD-W01-0132,V011,SKU-0029,2025-01-04,5,5,20,116.85,Pass,2025-01-09,2337.0,week_01_orders.csv,5,True,False,1
ORD-W02-0000,V018,SKU-0042,2025-01-11,7,3,378,22.47,Pass,2025-01-14,8493.66,week_02_orders.csv,3,True,False,2
ORD-W02-0001,V018,SKU-0041,2025-01-02,7,11,62,65.95,Pass,2025-01-13,4088.9,week_02_orders.csv,11,False,False,1
ORD-W02-0002,V006,SKU-0010,2025-01-05,3,5,77,13.55,Pass,2025-01-10,1043.35,week_02_orders.csv,5,False,False,1
ORD-W02-0003,V007,SKU-0039,2025-01-06,5,6,239,151.14,Pass,2025-01-12,36122.46,week_02_orders.csv,6,False,False,2
ORD-W02-0004,V010,SKU-0022,2025-01-12,10,6,287,138.41,Pass,2025-01-18,39723.67,week_02_orders.csv,6,True,False,2
ORD-W02-0005,V003,SKU-0007,2025-01-07,10,6,108,172.12,Pass,2025-01-13,18588.96,week_02_orders.csv,6,True,False,2
ORD-W02-0006,V002,SKU-0050,2025-01-05,5,6,411,48.15,Pass,2025-01-11,19789.65,week_02_orders.csv,6,False,False,1
ORD-W02-0007,V012,SKU-0007,2025-01-03,5,6,282,31.11,Pass,2025-01-09,8773.02,week_02_orders.csv,6,False,False,1
ORD-W02-0008,V014,SKU-0002,2025-01-14,3,9,263,9.19,Pass,2025-01-23,2416.97,week_02_orders.csv,9,False,False,3
ORD-W02-0009,V015,SKU-0050,2025-01-06,5,4,31,136.19,Pass,2025-01-10,4221.89,week_02_orders.csv,4,True,False,2
ORD-W02-0010,V001,SKU-0021,2025-01-01,10,11,68,150.72,Pass,2025-01-12,10248.96,week_02_orders.csv,11,False,False,1
ORD-W02-0011,V004,SKU-0029,2025-01-13,7,10,261,72.66,Pass,2025-01-23,18964.26,week_02_orders.csv,10,False,False,3
ORD-W02-0012,V013,SKU-0001,2025-01-12,7,2,357,154.83,Pass,2025-01-14,55274.31,week_02_orders.csv,2,True,False,2
ORD-W02-0013,V018,SKU-0049,2025-01-04,5,9,472,93.63,Pass,2025-01-13,44193.36,week_02_orders.csv,9,False,False,1
ORD-W02-0014,V018,SKU-0041,2025-01-08,5,13,489,184.19,Pass,2025-01-21,90068.91,week_02_orders.csv,13,False,False,2
ORD-W02-0015,V005,SKU-0005,2025-01-14,3,7,186,157.08,Pass,2025-01-21,29216.88,week_02_orders.csv,7,False,False,3
ORD-W02-0016,V016,SKU-0007,2025-01-14,3,11,349,49.98,Pass,2025-01-25,17443.02,week_02_orders.csv,11,False,False,3
ORD-W02-0017,V019,SKU-0004,2025-01-02,5,12,275,63.36,Pass,2025-01-14,17424.0,week_02_orders.csv,12,False,False,1
ORD-W02-0018,V014,SKU-0002,2025-01-12,7,9,353,83.12,Pass,2025-01-21,29341.36,week_02_orders.csv,9,False,False,2
ORD-W02-0019,V020,SKU-0015,2025-01-01,10,7,171,145.22,Pass,2025-01-08,24832.62,week_02_orders.csv,7,True,False,1
ORD-W02-0020,V005,SKU-0019,2025-01-04,5,10,264,109.71,Pass,2025-01-14,28963.44,week_02_orders.csv,10,False,False,1
ORD-W02-0021,V018,SKU-0034,2025-01-03,7,10,56,90.22,Pass,2025-01-13,5052.32,week_02_orders.csv,10,False,False,1
ORD-W02-0022,V001,SKU-0023,2025-01-10,5,2,50,170.57,Pass,2025-01-12,8528.5,week_02_orders.csv,2,True,False,2
ORD-W02-0023,V003,SKU-0033,2025-01-01,7,6,117,96.76,Defect,2025-01-07,11320.92,week_02_orders.csv,6,True,True,1
ORD-W02-0024,V006,SKU-0032,2025-01-04,5,7,387,173.03,Pass,2025-01-11,66962.61,week_02_orders.csv,7,False,False,1
ORD-W02-0025,V003,SKU-0034,2025-01-08,3,3,275,169.56,Pending,2025-01-11,46629.0,week_02_orders.csv,3,True,False,2
ORD-W02-0026,V004,SKU-0024,2025-01-09,7,3,479,7.49,Pass,2025-01-12,3587.71,week_02_orders.csv,3,True,False,2
ORD-W02-0027,V010,SKU-0035,2025-01-03,5,5,365,190.78,Pass,2025-01-08,69634.7,week_02_orders.csv,5,True,False,1
ORD-W02-0028,V001,SKU-0012,2025-01-02,5,13,219,71.95,Pass,2025-01-15,15757.05,week_02_orders.csv,13,False,False,1
ORD-W02-0029,V017,SKU-0050,2025-01-02,7,10,482,94.06,Pass,2025-01-12,45336.92,week_02_orders.csv,10,False,False,1
ORD-W02-0030,V012,SKU-0046,2025-01-14,10,5,108,95.52,Pass,2025-01-19,10316.16,week_02_orders.csv,5,True,False,3
ORD-W02-0031,V008,SKU-0042,2025-01-08,7,3,462,90.08,Pass,2025-01-11,41616.96,week_02_orders.csv,3,True,False,2
ORD-W02-0032,V004,SKU-0017,2025-01-02,10,4,100,119.99,Pass,2025-01-06,11999.0,week_02_orders.csv,4,True,False,1
ORD-W02-0033,V003,SKU-0032,2025-01-14,7,8,461,27.9,Pass,2025-01-22,12861.9,week_02_orders.csv,8,False,False,3
ORD-W02-0034,V005,SKU-0016,2025-01-02,7,12,162,139.0,Pass,2025-01-14,22518.0,week_02_orders.csv,12,False,False,1
ORD-W02-0035,V007,SKU-0021,2025-01-02,5,12,36,194.55,Pass,2025-01-14,7003.8,week_02_orders.csv,12,False,False,1
ORD-W02-0036,V014,SKU-0024,2025-01-08,3,5,211,148.85,Pass,2025-01-13,31407.35,week_02_orders.csv,5,False,False,2
ORD-W02-0037,V007,SKU-0045,2025-01-14,7,9,51,155.15,Pass,2025-01-23,7912.65,week_02_orders.csv,9,False,False,3
ORD-W02-0038,V010,SKU-0038,2025-01-08,3,12,107,170.57,Defect,2025-01-20,18250.99,week_02_orders.csv,12,False,True,2
ORD-W02-0039,V009,SKU-0042,2025-01-01,7,9,74,39.2,Pass,2025-01-10,2900.8,week_02_orders.csv,9,False,False,1
ORD-W02-0040,V012,SKU-0045,2025-01-11,7,7,67,11.01,Pass,2025-01-18,737.67,week_02_orders.csv,7,True,False,2
ORD-W02-0041,V011,SKU-0050,2025-01-09,5,6,33,73.58,Pass,2025-01-15,2428.14,week_02_orders.csv,6,False,False,2
ORD-W02-0042,V014,SKU-0015,2025-01-14,3,10,216,75.9,Pass,2025-01-24,16394.4,week_02_orders.csv,10,False,False,3
ORD-W02-0043,V014,SKU-0017,2025-01-02,10,4,288,81.18,Pass,2025-01-06,23379.84,week_02_orders.csv,4,True,False,1
ORD-W02-0044,V018,SKU-0007,2025-01-12,7,4,66,84.81,Pass,2025-01-16,5597.46,week_02_orders.csv,4,True,False,2
ORD-W02-0045,V015,SKU-0017,2025-01-09,3,3,233,6.45,Pass,2025-01-12,1502.85,week_02_orders.csv,3,True,False,2
ORD-W02-0046,V018,SKU-0039,2025-01-03,5,12,211,54.91,Pass,2025-01-15,11586.01,week_02_orders.csv,12,False,False,1
ORD-W02-0047,V009,SKU-0046,2025-01-01,10,12,262,87.53,Pass,2025-01-13,22932.86,week_02_orders.csv,12,False,False,1
ORD-W02-0048,V015,SKU-0027,2025-01-01,7,12,445,148.5,Pass,2025-01-13,66082.5,week_02_orders.csv,12,False,False,1
ORD-W02-0049,V012,SKU-0039,2025-01-02,5,7,481,170.33,Pass,2025-01-09,81928.73,week_02_orders.csv,7,False,False,1
ORD-W02-0050,V002,SKU-0037,2025-01-14,5,13,461,130.72,Pass,2025-01-27,60261.92,week_02_orders.csv,13,False,False,3
ORD-W02-0051,V003,SKU-0021,2025-01-09,10,11,92,61.53,Pass,2025-01-20,5660.76,week_02_orders.csv,11,False,False,2
ORD-W02-0052,V006,SKU-0008,2025-01-11,7,5,197,35.24,Pass,2025-01-16,6942.28,week_02_orders.csv,5,True,False,2
ORD-W02-0053,V020,SKU-0042,2025-01-10,3,10,413,150.2,Pass,2025-01-20,62032.6,week_02_orders.csv,10,False,False,2
ORD-W02-0054,V010,SKU-0026,2025-01-08,5,7,303,137.28,Defect,2025-01-15,41595.84,week_02_orders.csv,7,False,True,2
ORD-W02-0055,V014,SKU-0003,2025-01-11,5,10,103,105.51,Pass,2025-01-21,10867.53,week_02_orders.csv,10,False,False,2
ORD-W02-0056,V007,SKU-0003,2025-01-14,10,2,249,11.01,Pass,2025-01-16,2741.49,week_02_orders.csv,2,True,False,3
ORD-W02-0057,V014,SKU-0040,2025-01-10,5,9,214,104.61,Pass,2025-01-19,22386.54,week_02_orders.csv,9,False,False,2
ORD-W02-0058,V019,SKU-0049,2025-01-06,7,5,227,31.61,Pass,2025-01-11,7175.47,week_02_orders.csv,5,True,False,2
ORD-W02-0059,V012,SKU-0033,2025-01-04,3,7,294,129.65,Pass,2025-01-11,38117.1,week_02_orders.csv,7,False,False,1
ORD-W02-0060,V018,SKU-0014,2025-01-01,3,8,176,125.53,Pass,2025-01-09,22093.28,week_02_orders.csv,8,False,False,1
