job_id,title,company,city,industry,experience_required,exp_level_num,salary_aud,skills,remote_ok,visa_sponsor,posted_year
J0043,Reporting Analyst,Woolworths,Sydney,Consulting,3-5 years,2,102000,"Power BI,SQL,Looker,Agile,Excel,DAX",0,1,2026
J0044,Systems Analyst,Amazon,Perth,Technology,1-3 years,1,83000,"Power BI,SQL,Tableau,Agile",0,0,2025
J0045,Data Analyst,Dept of Health,Sydney,Retail,5+ years,3,119000,"Power BI,Tableau,Looker",1,0,2025
J0046,Junior Data Analyst,PwC,Brisbane,Property,3-5 years,1,86000,"Power BI,SQL,Stakeholder Management,Looker,R,AWS,Tableau",1,0,2026
J0047,Data Analyst,Deloitte,Melbourne,Property,3-5 years,2,110000,"Stakeholder Management,SQL,AWS,Excel,Power BI,BPMN,Machine Learning,Azure",0,0,2024
J0048,Business Analyst,KPMG,Brisbane,Healthcare,Graduate/<1yr,0,74000,"Python,SQL,R,DAX,AWS,Power BI,Machine Learning",0,1,2025
J0049,Senior Business Analyst,KPMG,Sydney,Healthcare,3-5 years,2,106000,"AWS,SQL,Azure,Power BI,BPMN",0,0,2026
J0050,Reporting Analyst,KPMG,Melbourne,Retail,5+ years,3,126000,"Power BI,DAX,Excel,SQL,Agile,Jira",0,0,2024
J0051,Reporting Analyst,KPMG,Perth,Retail,1-3 years,1,88000,"Stakeholder Management,R,Python,SQL,Azure,AWS,Looker,Power BI",1,0,2024
J0052,Business Analyst,Deloitte,Sydney,Retail,Graduate/<1yr,0,73000,"Python,SQL,Tableau,Looker,Power BI,R,Excel",1,0,2024
J0053,BI Analyst,Dept of Health,Melbourne,Consulting,5+ years,3,116000,"Excel,SQL,Looker,Stakeholder Management",0,0,2024
J0054,BI Analyst,Dept of Health,Brisbane,Consulting,1-3 years,1,78000,"Looker,SQL,Jira,DAX",0,1,2026
J0055,Data Analyst,Dept of Health,Melbourne,Property,1-3 years,1,99000,"Machine Learning,SQL,Stakeholder Management,Agile,Excel,Python,Tableau,Power BI",0,0,2026
J0056,BI Analyst,PwC,Sydney,Consulting,5+ years,3,136000,"Power BI,SQL,Excel,Machine Learning,AWS",0,1,2025
J0057,Junior Data Analyst,KPMG,Melbourne,Consulting,3-5 years,1,92000,"SQL,BPMN,Power BI,Azure,Tableau,DAX",0,0,2026
J0058,Data Analyst,NAB,Melbourne,Energy,3-5 years,2,108000,"Power BI,SQL,Looker,Tableau,R",0,0,2025
J0059,Reporting Analyst,KPMG,Sydney,Government,3-5 years,2,113000,"R,Stakeholder Management,Tableau,SQL,Azure,Excel,Python,Agile",0,0,2025
J0060,BI Analyst,NAB,Melbourne,Healthcare,3-5 years,2,110000,"Jira,Machine Learning,SQL,Power BI",0,0,2026
J0061,Business Analyst,Deloitte,Sydney,Technology,3-5 years,2,110000,"Power BI,SQL,Excel,Jira,Azure,AWS",1,0,2025
J0062,Senior Data Analyst,Dept of Health,Melbourne,Retail,3-5 years,2,100000,"Power BI,SQL,Excel",0,1,2024
J0063,BI Analyst,Woolworths,Melbourne,Finance,1-3 years,1,90000,"DAX,Azure,SQL,Power BI",1,0,2024
J0064,Data Analyst,Dept of Health,Canberra,Property,3-5 years,2,95000,"SQL,Stakeholder Management,Power BI,R,Agile,Excel",1,0,2026
J0065,Systems Analyst,Commonwealth Bank,Perth,Finance,3-5 years,2,96000,"Stakeholder Management,SQL,AWS",0,1,2026
J0066,Reporting Analyst,NAB,Melbourne,Healthcare,Graduate/<1yr,0,68000,"Power BI,SQL,Agile,R,Machine Learning",0,0,2025
J0067,BI Analyst,Deloitte,Remote,Finance,1-3 years,1,79000,"Power BI,BPMN,Python,Jira",1,0,2026
J0068,Senior Business Analyst,ANZ Bank,Perth,Energy,1-3 years,2,112000,"Looker,SQL,Power BI,Machine Learning,Python,R",1,1,2024
J0069,Junior Data Analyst,Dept of Health,Sydney,Energy,1-3 years,1,86000,"AWS,Power BI,Excel,DAX,SQL",1,0,2026
J0070,Junior Data Analyst,Dept of Health,Brisbane,Energy,3-5 years,1,92000,"Azure,SQL,Tableau,BPMN,Machine Learning,Power BI,Python",0,0,2026
J0071,Junior Data Analyst,Woolworths,Sydney,Finance,3-5 years,1,102000,"Power BI,R,SQL,Azure,AWS,Machine Learning,Excel",1,0,2025
J0072,Senior Data Analyst,ANZ Bank,Brisbane,Property,3-5 years,2,95000,"Power BI,Stakeholder Management,BPMN,DAX,SQL,Excel",1,0,2025
J0073,Business Analyst,Telstra,Sydney,Retail,1-3 years,1,95000,"Power BI,SQL,Agile,AWS,Jira,Azure,Looker,Stakeholder Management",1,0,2026
J0074,Business Analyst,Woolworths,Sydney,Consulting,1-3 years,1,89000,"Power BI,SQL,Stakeholder Management,Jira,DAX,AWS,Tableau",1,0,2026
J0075,Systems Analyst,NAB,Brisbane,Energy,Graduate/<1yr,0,75000,"R,Python,BPMN,SQL,Excel,AWS,Jira,Agile",0,0,2024
J0076,Data Analyst,Amazon,Brisbane,Energy,1-3 years,1,75000,"Power BI,Stakeholder Management,BPMN,R,SQL,Agile",1,0,2024
J0077,Data Analyst,Telstra,Perth,Healthcare,5+ years,3,120000,"Python,SQL,Agile,Power BI",0,0,2024
J0078,Business Analyst,PwC,Brisbane,Energy,3-5 years,2,103000,"BPMN,SQL,Power BI,Machine Learning,Excel,AWS",0,0,2026
J0079,Systems Analyst,Amazon,Sydney,Property,3-5 years,2,96000,"Power BI,Stakeholder Management,Agile,Tableau",1,0,2025
J0080,Junior Data Analyst,ANZ Bank,Sydney,Government,3-5 years,1,87000,"R,SQL,Stakeholder Management",1,0,2026
J0081,Data Analyst,Telstra,Melbourne,Government,5+ years,3,129000,"Looker,SQL,Python",0,1,2024
J0082,Junior Data Analyst,Deloitte,Perth,Government,1-3 years,1,92000,"Excel,SQL,Machine Learning,DAX,Power BI",0,0,2026
J0083,Systems Analyst,Woolworths,Melbourne,Government,1-3 years,1,88000,"BPMN,SQL,Tableau,Python,Agile",1,0,2024
J0084,Data Analyst,Woolworths,Melbourne,Consulting,3-5 years,2,110000,"Jira,SQL,Stakeholder Management,DAX,Excel,Tableau,Azure",1,0,2025
J0085,Junior Data Analyst,Woolworths,Brisbane,Healthcare,1-3 years,1,95000,"Power BI,R,SQL,Excel,Tableau,Azure,Machine Learning",0,0,2026
J0086,Systems Analyst,Woolworths,Sydney,Technology,1-3 years,1,88000,"Power BI,SQL,Looker,Excel,Python",0,0,2025
J0087,Systems Analyst,Deloitte,Canberra,Government,5+ years,3,141000,"Stakeholder Management,SQL,Python,Agile,R,Machine Learning,Azure",0,0,2024
J0088,Data Analyst,Deloitte,Perth,Technology,1-3 years,1,93000,"Power BI,SQL,Tableau,AWS,BPMN",1,1,2024
J0089,Business Analyst,Deloitte,Brisbane,Consulting,Graduate/<1yr,0,80000,"Python,SQL,Machine Learning,BPMN",1,0,2025
J0090,Data Analyst,ANZ Bank,Canberra,Technology,1-3 years,1,85000,"Power BI,SQL,R,Looker,Tableau,Azure",1,0,2024
J0091,Systems Analyst,Commonwealth Bank,Melbourne,Technology,5+ years,3,117000,"DAX,R,Power BI",0,0,2025
J0092,Senior Business Analyst,NAB,Brisbane,Healthcare,3-5 years,2,99000,"DAX,SQL,Power BI",1,0,2025
J0093,Data Analyst,KPMG,Sydney,Energy,1-3 years,1,99000,"Jira,Machine Learning,Tableau,SQL,Python,Agile",1,0,2024
J0094,Reporting Analyst,ANZ Bank,Adelaide,Consulting,Graduate/<1yr,0,62000,"R,SQL,Power BI,Machine Learning,Jira,Excel",0,0,2026
J0095,Business Analyst,PwC,Brisbane,Government,5+ years,3,122000,"Jira,SQL,Stakeholder Management,Machine Learning",0,0,2025
J0096,Associate BA,Woolworths,Melbourne,Government,3-5 years,2,102000,"Azure,SQL,DAX,Power BI,Looker,Stakeholder Management,BPMN",0,1,2025
J0097,BI Analyst,NAB,Perth,Retail,5+ years,3,130000,"Python,Looker,Power BI,Jira,SQL,R,DAX,BPMN",0,0,2025
J0098,Senior Business Analyst,Amazon,Sydney,Finance,3-5 years,2,99000,"Power BI,SQL,Excel,Looker",0,0,2026
J0099,Business Analyst,NAB,Perth,Technology,1-3 years,1,95000,"Power BI,SQL,Looker,Jira,AWS,Machine Learning",1,0,2026
J0100,Business Analyst,NAB,Adelaide,Retail,3-5 years,2,110000,"Looker,Python,SQL,Tableau,R,Azure,DAX,AWS",0,0,2025
J0101,Senior Business Analyst,Woolworths,Remote,Energy,3-5 years,2,89000,"SQL,Python,DAX,Excel",1,0,2026
J0102,Data Analyst,Telstra,Sydney,Healthcare,3-5 years,2,112000,"AWS,Power BI,Azure,SQL",0,0,2026
J0103,Business Analyst,Dept of Health,Adelaide,Government,3-5 years,2,105000,"Power BI,SQL,Excel,AWS,Machine Learning,Azure,Agile,BPMN",0,0,2026
J0104,Business Analyst,Woolworths,Brisbane,Energy,1-3 years,1,85000,"Power BI,SQL,Agile,Tableau",0,0,2026
J0105,Senior Business Analyst,NAB,Adelaide,Finance,1-3 years,2,102000,"BPMN,SQL,Looker,Tableau,Machine Learning,Stakeholder Management",0,0,2025
J0106,Senior Data Analyst,Commonwealth Bank,Brisbane,Finance,1-3 years,2,107000,"Azure,Power BI,BPMN,AWS,Machine Learning,Tableau",0,0,2025
J0107,Systems Analyst,Amazon,Sydney,Retail,1-3 years,1,104000,"Excel,Python,Machine Learning,SQL,Stakeholder Management,R,Azure,Tableau",1,1,2024
J0108,Business Analyst,NAB,Melbourne,Finance,Graduate/<1yr,0,67000,"Azure,Jira,Agile,SQL,DAX,Stakeholder Management",0,0,2025
J0109,BI Analyst,NAB,Brisbane,Property,5+ years,3,123000,"AWS,Agile,Looker,DAX,Power BI,SQL,Azure",1,1,2025
J0110,Business Analyst,NAB,Brisbane,Property,3-5 years,2,97000,"AWS,SQL,Machine Learning",0,0,2025
J0111,Reporting Analyst,NAB,Melbourne,Retail,3-5 years,2,118000,"Python,SQL,Agile,DAX,Azure,Looker,Tableau,Machine Learning",1,0,2026
J0112,Senior Data Analyst,Commonwealth Bank,Sydney,Government,3-5 years,2,109000,"BPMN,SQL,Stakeholder Management,Azure,Agile",0,0,2024
J0113,Reporting Analyst,Deloitte,Sydney,Healthcare,1-3 years,1,101000,"Excel,Looker,SQL,Python,AWS,DAX,Agile",0,0,2025
J0114,Reporting Analyst,Commonwealth Bank,Sydney,Government,1-3 years,1,89000,"Power BI,SQL,R,Jira,Stakeholder Management,Tableau",1,0,2025
J0115,Senior Data Analyst,PwC,Sydney,Consulting,1-3 years,2,99000,"Agile,SQL,Machine Learning,Excel",0,0,2025
J0116,Associate BA,Telstra,Melbourne,Technology,1-3 years,1,99000,"Power BI,Azure,SQL,Tableau,R,AWS,Excel",0,0,2025
J0117,Business Analyst,Dept of Health,Melbourne,Energy,1-3 years,1,93000,"Agile,SQL,Excel,Jira,Tableau,R,Power BI,Machine Learning",1,0,2026
J0118,Systems Analyst,NAB,Sydney,Property,3-5 years,2,104000,"R,SQL,Python,Power BI,Jira",0,0,2026
J0119,Systems Analyst,Woolworths,Perth,Energy,3-5 years,2,98000,"Jira,DAX,SQL",0,0,2026
J0120,Insights Analyst,NAB,Brisbane,Property,Graduate/<1yr,0,64000,"Power BI,Stakeholder Management,Looker,R,SQL,Excel,Python,AWS",1,0,2024
J0121,Data Analyst,Dept of Health,Melbourne,Energy,3-5 years,2,110000,"Power BI,Machine Learning,Stakeholder Management,Python,BPMN",0,1,2025
J0122,BI Analyst,KPMG,Sydney,Technology,Graduate/<1yr,0,68000,"Power BI,SQL,Looker",0,0,2024
J0123,Senior Business Analyst,NAB,Sydney,Finance,3-5 years,2,107000,"Looker,SQL,Jira,Power BI,Excel,Tableau",1,0,2026
J0124,Senior Business Analyst,Deloitte,Sydney,Finance,3-5 years,2,107000,"Power BI,SQL,Jira,DAX,Agile,Looker,Tableau,AWS",0,0,2025
J0125,Junior Data Analyst,Telstra,Melbourne,Property,3-5 years,1,99000,"Machine Learning,SQL,DAX,BPMN,Looker,Excel,R,Power BI",0,0,2026
J0126,Associate BA,Commonwealth Bank,Sydney,Healthcare,3-5 years,2,101000,"Jira,SQL,Excel,Looker,Azure",0,0,2025
J0127,Systems Analyst,Deloitte,Brisbane,Property,1-3 years,1,71000,"DAX,Agile,Excel",0,0,2025
J0128,Reporting Analyst,Dept of Health,Melbourne,Technology,3-5 years,2,99000,"Power BI,SQL,AWS,BPMN,Azure,Agile",0,1,2024
J0129,Data Analyst,PwC,Canberra,Government,1-3 years,1,87000,"Stakeholder Management,Machine Learning,Jira,Looker,SQL,DAX",1,1,2024
J0130,BI Analyst,KPMG,Brisbane,Healthcare,1-3 years,1,83000,"Jira,Looker,SQL,Tableau,R",0,0,2025
J0131,Senior Business Analyst,Woolworths,Brisbane,Consulting,5+ years,3,124000,"Power BI,SQL,Machine Learning",1,0,2026
J0132,Business Analyst,ANZ Bank,Melbourne,Property,1-3 years,1,84000,"Power BI,AWS,Stakeholder Management,SQL,Agile,Excel,Looker",1,0,2026
J0133,Business Analyst,PwC,Brisbane,Government,1-3 years,1,85000,"Power BI,Looker,Python,DAX,SQL",0,0,2025
J0134,Business Analyst,Telstra,Perth,Finance,3-5 years,2,113000,"Power BI,SQL,Looker,Excel,Azure,Machine Learning,DAX",1,1,2026
J0135,BI Analyst,Deloitte,Perth,Government,1-3 years,1,90000,"Agile,SQL,Power BI,Excel,R,Python,Jira",0,0,2024
J0136,BI Analyst,Commonwealth Bank,Melbourne,Technology,Graduate/<1yr,0,68000,"Jira,Azure,Excel,Power BI,Agile,SQL",1,0,2024
J0137,BI Analyst,NAB,Melbourne,Government,1-3 years,1,85000,"SQL,Power BI,Excel,Tableau",1,0,2025
J0138,Senior Data Analyst,Amazon,Sydney,Government,1-3 years,2,107000,"Power BI,SQL,Python",1,0,2026
J0139,Business Analyst,Telstra,Brisbane,Technology,1-3 years,1,70000,"DAX,SQL,Excel,Jira,R,Power BI",0,0,2026
J0140,BI Analyst,Commonwealth Bank,Adelaide,Healthcare,1-3 years,1,83000,"Power BI,SQL,Jira,BPMN,AWS,Agile",1,0,2025
J0141,Senior Data Analyst,Woolworths,Melbourne,Retail,1-3 years,2,110000,"Jira,Tableau,Agile,Looker,SQL,BPMN,Python,DAX",0,0,2025
J0142,Reporting Analyst,Woolworths,Perth,Property,5+ years,3,125000,"DAX,SQL,BPMN,R,Power BI,Tableau",0,0,2025
J0143,Junior Data Analyst,NAB,Sydney,Consulting,3-5 years,1,94000,"Power BI,SQL,DAX,R",1,1,2024
J0144,BI Analyst,Woolworths,Remote,Consulting,5+ years,3,118000,"Machine Learning,BPMN,Azure,DAX,Excel,Power BI",0,0,2026
J0145,Associate BA,Deloitte,Adelaide,Healthcare,5+ years,3,118000,"Power BI,SQL,Excel",0,0,2024
J0146,Business Analyst,Commonwealth Bank,Sydney,Healthcare,3-5 years,2,109000,"Python,AWS,SQL,Agile",1,0,2025
J0147,Systems Analyst,ANZ Bank,Melbourne,Consulting,Graduate/<1yr,0,71000,"Power BI,SQL,Jira,Stakeholder Management,Tableau,AWS",1,0,2025
J0148,Business Analyst,Amazon,Melbourne,Finance,1-3 years,1,94000,"DAX,SQL,AWS,Tableau,Machine Learning",0,1,2025
J0149,Data Analyst,Deloitte,Sydney,Energy,1-3 years,1,86000,"BPMN,SQL,Looker,R",1,0,2025
J0150,Junior Data Analyst,NAB,Perth,Retail,1-3 years,1,84000,"Power BI,Looker,Agile,Tableau,R,Excel,SQL",0,0,2026
J0151,Reporting Analyst,KPMG,Brisbane,Government,1-3 years,1,91000,"Power BI,SQL,Machine Learning,Python",1,1,2025
J0152,Data Analyst,Deloitte,Sydney,Technology,1-3 years,1,95000,"Machine Learning,Looker,Power BI,Excel,Tableau",1,0,2024
J0153,Reporting Analyst,Deloitte,Sydney,Consulting,Graduate/<1yr,0,74000,"Power BI,SQL,AWS",0,0,2024
J0154,Data Analyst,PwC,Brisbane,Healthcare,1-3 years,1,96000,"Jira,SQL,Azure,Machine Learning,AWS,Power BI,Stakeholder Management,Looker",0,0,2026
J0155,Business Analyst,PwC,Sydney,Consulting,Graduate/<1yr,0,71000,"Power BI,Agile,Machine Learning,Jira,AWS",0,0,2026
J0156,BI Analyst,Commonwealth Bank,Sydney,Healthcare,3-5 years,2,106000,"Agile,SQL,Stakeholder Management,DAX,Power BI",1,1,2024
J0157,Business Analyst,Telstra,Melbourne,Retail,3-5 years,2,101000,"R,SQL,Python,Power BI",0,0,2025
J0158,Reporting Analyst,Amazon,Adelaide,Healthcare,Graduate/<1yr,0,74000,"Python,Looker,Stakeholder Management,SQL,Power BI,Jira,AWS,Machine Learning",1,1,2026
J0159,Senior Data Analyst,Woolworths,Melbourne,Property,3-5 years,2,106000,"Stakeholder Management,DAX,Azure,AWS,Power BI,Excel,Agile,Looker",0,0,2025
J0160,Business Analyst,KPMG,Sydney,Government,1-3 years,1,89000,"SQL,BPMN,Python,Excel,Machine Learning",0,1,2025
J0161,Senior Business Analyst,PwC,Sydney,Consulting,1-3 years,2,106000,"Machine Learning,Excel,SQL,Agile,R,AWS",1,0,2025
J0162,Senior Business Analyst,KPMG,Sydney,Consulting,1-3 years,2,105000,"Python,SQL,Stakeholder Management",0,0,2024
J0163,Junior Data Analyst,Amazon,Brisbane,Government,1-3 years,1,83000,"SQL,Azure,Power BI,BPMN",1,0,2024
J0164,BI Analyst,Telstra,Perth,Healthcare,3-5 years,2,116000,"Power BI,SQL,BPMN,R,Machine Learning,Python,Jira",1,0,2025
J0165,BI Analyst,Dept of Health,Sydney,Property,5+ years,3,132000,"Machine Learning,SQL,Power BI",0,0,2025
J0166,Business Analyst,Dept of Health,Melbourne,Energy,3-5 years,2,107000,"SQL,Azure,Agile,DAX,R,Stakeholder Management,BPMN,Power BI",1,0,2026
J0167,Senior Data Analyst,PwC,Melbourne,Finance,1-3 years,2,97000,"Power BI,SQL,Stakeholder Management",1,0,2024
J0168,Business Analyst,Amazon,Sydney,Energy,1-3 years,1,100000,"Power BI,SQL,Stakeholder Management,Tableau,Excel,Machine Learning,Looker,Agile",0,0,2026
J0169,Business Analyst,Commonwealth Bank,Perth,Government,3-5 years,2,100000,"Power BI,SQL,AWS,Looker,Agile",1,0,2026
J0170,Senior Data Analyst,Amazon,Melbourne,Energy,3-5 years,2,100000,"Tableau,R,Python,DAX,Looker",1,1,2026
J0171,Data Analyst,Deloitte,Perth,Government,1-3 years,1,92000,"SQL,Agile,Stakeholder Management,Looker,Machine Learning,Azure,DAX,AWS",1,0,2025
J0172,Business Analyst,KPMG,Sydney,Consulting,1-3 years,1,87000,"Power BI,SQL,Looker,Python,R,Excel,Stakeholder Management,Jira",0,1,2025
J0173,Systems Analyst,Dept of Health,Melbourne,Consulting,1-3 years,1,84000,"Jira,SQL,R,Agile",0,0,2026
J0174,Data Analyst,KPMG,Brisbane,Retail,5+ years,3,119000,"Python,SQL,BPMN,R,Looker,Power BI",0,0,2025
J0175,Business Analyst,ANZ Bank,Melbourne,Healthcare,1-3 years,1,90000,"Azure,DAX,SQL,R,Jira,Python,Stakeholder Management",1,1,2026
J0176,Insights Analyst,Dept of Health,Melbourne,Finance,1-3 years,1,80000,"BPMN,SQL,Power BI,R",0,0,2026
J0177,Senior Data Analyst,Amazon,Sydney,Healthcare,1-3 years,2,106000,"SQL,Machine Learning,Jira,BPMN",1,0,2024
J0178,Senior Data Analyst,KPMG,Brisbane,Technology,1-3 years,2,101000,"Power BI,SQL,Jira,DAX,Looker",0,0,2025
J0179,BI Analyst,ANZ Bank,Melbourne,Healthcare,Graduate/<1yr,0,67000,"Looker,BPMN,Jira,Excel",0,0,2024
J0180,Business Analyst,Commonwealth Bank,Melbourne,Government,3-5 years,2,104000,"Excel,SQL,DAX",1,0,2025
J0181,Reporting Analyst,Telstra,Melbourne,Government,Graduate/<1yr,0,74000,"Power BI,SQL,Excel,Machine Learning,Agile,Stakeholder Management,Looker",1,0,2024
J0182,Reporting Analyst,Deloitte,Sydney,Government,3-5 years,2,105000,"BPMN,Tableau,Python,SQL,Stakeholder Management,Agile,DAX",0,0,2025
J0183,Associate BA,ANZ Bank,Sydney,Technology,3-5 years,2,106000,"Power BI,SQL,Python,R,Agile,Stakeholder Management,Looker",1,0,2026
J0184,Senior Business Analyst,Dept of Health,Brisbane,Energy,5+ years,3,119000,"Power BI,SQL,Python,Jira,Excel,Tableau,Agile",0,1,2024
J0185,Systems Analyst,Amazon,Perth,Government,5+ years,3,129000,"Power BI,DAX,Tableau,SQL,Agile,Jira,BPMN,Python",0,0,2026
J0186,BI Analyst,KPMG,Brisbane,Finance,3-5 years,2,98000,"SQL,Excel,R,Python,Azure,Jira,Agile",0,1,2026
J0187,Systems Analyst,PwC,Melbourne,Property,3-5 years,2,99000,"DAX,SQL,Power BI,R,Azure,Stakeholder Management",1,0,2024
J0188,Senior Business Analyst,Telstra,Melbourne,Finance,5+ years,3,130000,"Power BI,SQL,Tableau,Python,Agile,Excel,BPMN",1,1,2025
J0189,Business Analyst,PwC,Adelaide,Technology,3-5 years,2,93000,"Power BI,DAX,Jira,SQL",1,0,2026
J0190,BI Analyst,Woolworths,Melbourne,Consulting,3-5 years,2,106000,"AWS,SQL,Tableau,Python,Power BI,DAX",0,0,2026
J0191,Business Analyst,Commonwealth Bank,Remote,Technology,5+ years,3,113000,"SQL,Azure,BPMN,R,Agile",0,0,2026
J0192,Reporting Analyst,Woolworths,Sydney,Government,1-3 years,1,90000,"Power BI,SQL,Machine Learning,Stakeholder Management,Looker,DAX",0,0,2024
J0193,Reporting Analyst,Woolworths,Perth,Technology,5+ years,3,120000,"Power BI,DAX,BPMN,Azure,Jira,Agile,Excel",0,0,2025
